@RELATION "scene_mlcsn: -C 6"

@ATTRIBUTE Beach {0, 1}
@ATTRIBUTE Sunset {0, 1}
@ATTRIBUTE FallFoliage {0, 1}
@ATTRIBUTE Field {0, 1}
@ATTRIBUTE Mountain {0, 1}
@ATTRIBUTE Urban {0, 1}
@ATTRIBUTE Att1 {0, 1}
@ATTRIBUTE Att2 {0, 1}
@ATTRIBUTE Att3 {0, 1}
@ATTRIBUTE Att4 {0, 1}
@ATTRIBUTE Att5 {0, 1}
@ATTRIBUTE Att6 {0, 1}
@ATTRIBUTE Att7 {0, 1}
@ATTRIBUTE Att8 {0, 1}
@ATTRIBUTE Att9 {0, 1}
@ATTRIBUTE Att10 {0, 1}
@ATTRIBUTE Att11 {0, 1}
@ATTRIBUTE Att12 {0, 1}
@ATTRIBUTE Att13 {0, 1}
@ATTRIBUTE Att14 {0, 1}
@ATTRIBUTE Att15 {0, 1}
@ATTRIBUTE Att16 {0, 1}
@ATTRIBUTE Att17 {0, 1}
@ATTRIBUTE Att18 {0, 1}
@ATTRIBUTE Att19 {0, 1}
@ATTRIBUTE Att20 {0, 1}
@ATTRIBUTE Att21 {0, 1}
@ATTRIBUTE Att22 {0, 1}
@ATTRIBUTE Att23 {0, 1}
@ATTRIBUTE Att24 {0, 1}
@ATTRIBUTE Att25 {0, 1}
@ATTRIBUTE Att26 {0, 1}
@ATTRIBUTE Att27 {0, 1}
@ATTRIBUTE Att28 {0, 1}
@ATTRIBUTE Att29 {0, 1}
@ATTRIBUTE Att30 {0, 1}
@ATTRIBUTE Att31 {0, 1}
@ATTRIBUTE Att32 {0, 1}
@ATTRIBUTE Att33 {0, 1}
@ATTRIBUTE Att34 {0, 1}
@ATTRIBUTE Att35 {0, 1}
@ATTRIBUTE Att36 {0, 1}
@ATTRIBUTE Att37 {0, 1}
@ATTRIBUTE Att38 {0, 1}
@ATTRIBUTE Att39 {0, 1}
@ATTRIBUTE Att40 {0, 1}
@ATTRIBUTE Att41 {0, 1}
@ATTRIBUTE Att42 {0, 1}
@ATTRIBUTE Att43 {0, 1}
@ATTRIBUTE Att44 {0, 1}
@ATTRIBUTE Att45 {0, 1}
@ATTRIBUTE Att46 {0, 1}
@ATTRIBUTE Att47 {0, 1}
@ATTRIBUTE Att48 {0, 1}
@ATTRIBUTE Att49 {0, 1}
@ATTRIBUTE Att50 {0, 1}
@ATTRIBUTE Att51 {0, 1}
@ATTRIBUTE Att52 {0, 1}
@ATTRIBUTE Att53 {0, 1}
@ATTRIBUTE Att54 {0, 1}
@ATTRIBUTE Att55 {0, 1}
@ATTRIBUTE Att56 {0, 1}
@ATTRIBUTE Att57 {0, 1}
@ATTRIBUTE Att58 {0, 1}
@ATTRIBUTE Att59 {0, 1}
@ATTRIBUTE Att60 {0, 1}
@ATTRIBUTE Att61 {0, 1}
@ATTRIBUTE Att62 {0, 1}
@ATTRIBUTE Att63 {0, 1}
@ATTRIBUTE Att64 {0, 1}
@ATTRIBUTE Att65 {0, 1}
@ATTRIBUTE Att66 {0, 1}
@ATTRIBUTE Att67 {0, 1}
@ATTRIBUTE Att68 {0, 1}
@ATTRIBUTE Att69 {0, 1}
@ATTRIBUTE Att70 {0, 1}
@ATTRIBUTE Att71 {0, 1}
@ATTRIBUTE Att72 {0, 1}
@ATTRIBUTE Att73 {0, 1}
@ATTRIBUTE Att74 {0, 1}
@ATTRIBUTE Att75 {0, 1}
@ATTRIBUTE Att76 {0, 1}
@ATTRIBUTE Att77 {0, 1}
@ATTRIBUTE Att78 {0, 1}
@ATTRIBUTE Att79 {0, 1}
@ATTRIBUTE Att80 {0, 1}
@ATTRIBUTE Att81 {0, 1}
@ATTRIBUTE Att82 {0, 1}
@ATTRIBUTE Att83 {0, 1}
@ATTRIBUTE Att84 {0, 1}
@ATTRIBUTE Att85 {0, 1}
@ATTRIBUTE Att86 {0, 1}
@ATTRIBUTE Att87 {0, 1}
@ATTRIBUTE Att88 {0, 1}
@ATTRIBUTE Att89 {0, 1}
@ATTRIBUTE Att90 {0, 1}
@ATTRIBUTE Att91 {0, 1}
@ATTRIBUTE Att92 {0, 1}
@ATTRIBUTE Att93 {0, 1}
@ATTRIBUTE Att94 {0, 1}
@ATTRIBUTE Att95 {0, 1}
@ATTRIBUTE Att96 {0, 1}
@ATTRIBUTE Att97 {0, 1}
@ATTRIBUTE Att98 {0, 1}
@ATTRIBUTE Att99 {0, 1}
@ATTRIBUTE Att100 {0, 1}
@ATTRIBUTE Att101 {0, 1}
@ATTRIBUTE Att102 {0, 1}
@ATTRIBUTE Att103 {0, 1}
@ATTRIBUTE Att104 {0, 1}
@ATTRIBUTE Att105 {0, 1}
@ATTRIBUTE Att106 {0, 1}
@ATTRIBUTE Att107 {0, 1}
@ATTRIBUTE Att108 {0, 1}
@ATTRIBUTE Att109 {0, 1}
@ATTRIBUTE Att110 {0, 1}
@ATTRIBUTE Att111 {0, 1}
@ATTRIBUTE Att112 {0, 1}
@ATTRIBUTE Att113 {0, 1}
@ATTRIBUTE Att114 {0, 1}
@ATTRIBUTE Att115 {0, 1}
@ATTRIBUTE Att116 {0, 1}
@ATTRIBUTE Att117 {0, 1}
@ATTRIBUTE Att118 {0, 1}
@ATTRIBUTE Att119 {0, 1}
@ATTRIBUTE Att120 {0, 1}
@ATTRIBUTE Att121 {0, 1}
@ATTRIBUTE Att122 {0, 1}
@ATTRIBUTE Att123 {0, 1}
@ATTRIBUTE Att124 {0, 1}
@ATTRIBUTE Att125 {0, 1}
@ATTRIBUTE Att126 {0, 1}
@ATTRIBUTE Att127 {0, 1}
@ATTRIBUTE Att128 {0, 1}
@ATTRIBUTE Att129 {0, 1}
@ATTRIBUTE Att130 {0, 1}
@ATTRIBUTE Att131 {0, 1}
@ATTRIBUTE Att132 {0, 1}
@ATTRIBUTE Att133 {0, 1}
@ATTRIBUTE Att134 {0, 1}
@ATTRIBUTE Att135 {0, 1}
@ATTRIBUTE Att136 {0, 1}
@ATTRIBUTE Att137 {0, 1}
@ATTRIBUTE Att138 {0, 1}
@ATTRIBUTE Att139 {0, 1}
@ATTRIBUTE Att140 {0, 1}
@ATTRIBUTE Att141 {0, 1}
@ATTRIBUTE Att142 {0, 1}
@ATTRIBUTE Att143 {0, 1}
@ATTRIBUTE Att144 {0, 1}
@ATTRIBUTE Att145 {0, 1}
@ATTRIBUTE Att146 {0, 1}
@ATTRIBUTE Att147 {0, 1}
@ATTRIBUTE Att148 {0, 1}
@ATTRIBUTE Att149 {0, 1}
@ATTRIBUTE Att150 {0, 1}
@ATTRIBUTE Att151 {0, 1}
@ATTRIBUTE Att152 {0, 1}
@ATTRIBUTE Att153 {0, 1}
@ATTRIBUTE Att154 {0, 1}
@ATTRIBUTE Att155 {0, 1}
@ATTRIBUTE Att156 {0, 1}
@ATTRIBUTE Att157 {0, 1}
@ATTRIBUTE Att158 {0, 1}
@ATTRIBUTE Att159 {0, 1}
@ATTRIBUTE Att160 {0, 1}
@ATTRIBUTE Att161 {0, 1}
@ATTRIBUTE Att162 {0, 1}
@ATTRIBUTE Att163 {0, 1}
@ATTRIBUTE Att164 {0, 1}
@ATTRIBUTE Att165 {0, 1}
@ATTRIBUTE Att166 {0, 1}
@ATTRIBUTE Att167 {0, 1}
@ATTRIBUTE Att168 {0, 1}
@ATTRIBUTE Att169 {0, 1}
@ATTRIBUTE Att170 {0, 1}
@ATTRIBUTE Att171 {0, 1}
@ATTRIBUTE Att172 {0, 1}
@ATTRIBUTE Att173 {0, 1}
@ATTRIBUTE Att174 {0, 1}
@ATTRIBUTE Att175 {0, 1}
@ATTRIBUTE Att176 {0, 1}
@ATTRIBUTE Att177 {0, 1}
@ATTRIBUTE Att178 {0, 1}
@ATTRIBUTE Att179 {0, 1}
@ATTRIBUTE Att180 {0, 1}
@ATTRIBUTE Att181 {0, 1}
@ATTRIBUTE Att182 {0, 1}
@ATTRIBUTE Att183 {0, 1}
@ATTRIBUTE Att184 {0, 1}
@ATTRIBUTE Att185 {0, 1}
@ATTRIBUTE Att186 {0, 1}
@ATTRIBUTE Att187 {0, 1}
@ATTRIBUTE Att188 {0, 1}
@ATTRIBUTE Att189 {0, 1}
@ATTRIBUTE Att190 {0, 1}
@ATTRIBUTE Att191 {0, 1}
@ATTRIBUTE Att192 {0, 1}
@ATTRIBUTE Att193 {0, 1}
@ATTRIBUTE Att194 {0, 1}
@ATTRIBUTE Att195 {0, 1}
@ATTRIBUTE Att196 {0, 1}
@ATTRIBUTE Att197 {0, 1}
@ATTRIBUTE Att198 {0, 1}
@ATTRIBUTE Att199 {0, 1}
@ATTRIBUTE Att200 {0, 1}
@ATTRIBUTE Att201 {0, 1}
@ATTRIBUTE Att202 {0, 1}
@ATTRIBUTE Att203 {0, 1}
@ATTRIBUTE Att204 {0, 1}
@ATTRIBUTE Att205 {0, 1}
@ATTRIBUTE Att206 {0, 1}
@ATTRIBUTE Att207 {0, 1}
@ATTRIBUTE Att208 {0, 1}
@ATTRIBUTE Att209 {0, 1}
@ATTRIBUTE Att210 {0, 1}
@ATTRIBUTE Att211 {0, 1}
@ATTRIBUTE Att212 {0, 1}
@ATTRIBUTE Att213 {0, 1}
@ATTRIBUTE Att214 {0, 1}
@ATTRIBUTE Att215 {0, 1}
@ATTRIBUTE Att216 {0, 1}
@ATTRIBUTE Att217 {0, 1}
@ATTRIBUTE Att218 {0, 1}
@ATTRIBUTE Att219 {0, 1}
@ATTRIBUTE Att220 {0, 1}
@ATTRIBUTE Att221 {0, 1}
@ATTRIBUTE Att222 {0, 1}
@ATTRIBUTE Att223 {0, 1}
@ATTRIBUTE Att224 {0, 1}
@ATTRIBUTE Att225 {0, 1}
@ATTRIBUTE Att226 {0, 1}
@ATTRIBUTE Att227 {0, 1}
@ATTRIBUTE Att228 {0, 1}
@ATTRIBUTE Att229 {0, 1}
@ATTRIBUTE Att230 {0, 1}
@ATTRIBUTE Att231 {0, 1}
@ATTRIBUTE Att232 {0, 1}
@ATTRIBUTE Att233 {0, 1}
@ATTRIBUTE Att234 {0, 1}
@ATTRIBUTE Att235 {0, 1}
@ATTRIBUTE Att236 {0, 1}
@ATTRIBUTE Att237 {0, 1}
@ATTRIBUTE Att238 {0, 1}
@ATTRIBUTE Att239 {0, 1}
@ATTRIBUTE Att240 {0, 1}
@ATTRIBUTE Att241 {0, 1}
@ATTRIBUTE Att242 {0, 1}
@ATTRIBUTE Att243 {0, 1}
@ATTRIBUTE Att244 {0, 1}
@ATTRIBUTE Att245 {0, 1}
@ATTRIBUTE Att246 {0, 1}
@ATTRIBUTE Att247 {0, 1}
@ATTRIBUTE Att248 {0, 1}
@ATTRIBUTE Att249 {0, 1}
@ATTRIBUTE Att250 {0, 1}
@ATTRIBUTE Att251 {0, 1}
@ATTRIBUTE Att252 {0, 1}
@ATTRIBUTE Att253 {0, 1}
@ATTRIBUTE Att254 {0, 1}
@ATTRIBUTE Att255 {0, 1}
@ATTRIBUTE Att256 {0, 1}
@ATTRIBUTE Att257 {0, 1}
@ATTRIBUTE Att258 {0, 1}
@ATTRIBUTE Att259 {0, 1}
@ATTRIBUTE Att260 {0, 1}
@ATTRIBUTE Att261 {0, 1}
@ATTRIBUTE Att262 {0, 1}
@ATTRIBUTE Att263 {0, 1}
@ATTRIBUTE Att264 {0, 1}
@ATTRIBUTE Att265 {0, 1}
@ATTRIBUTE Att266 {0, 1}
@ATTRIBUTE Att267 {0, 1}
@ATTRIBUTE Att268 {0, 1}
@ATTRIBUTE Att269 {0, 1}
@ATTRIBUTE Att270 {0, 1}
@ATTRIBUTE Att271 {0, 1}
@ATTRIBUTE Att272 {0, 1}
@ATTRIBUTE Att273 {0, 1}
@ATTRIBUTE Att274 {0, 1}
@ATTRIBUTE Att275 {0, 1}
@ATTRIBUTE Att276 {0, 1}
@ATTRIBUTE Att277 {0, 1}
@ATTRIBUTE Att278 {0, 1}
@ATTRIBUTE Att279 {0, 1}
@ATTRIBUTE Att280 {0, 1}
@ATTRIBUTE Att281 {0, 1}
@ATTRIBUTE Att282 {0, 1}
@ATTRIBUTE Att283 {0, 1}
@ATTRIBUTE Att284 {0, 1}
@ATTRIBUTE Att285 {0, 1}
@ATTRIBUTE Att286 {0, 1}
@ATTRIBUTE Att287 {0, 1}
@ATTRIBUTE Att288 {0, 1}
@ATTRIBUTE Att289 {0, 1}
@ATTRIBUTE Att290 {0, 1}
@ATTRIBUTE Att291 {0, 1}
@ATTRIBUTE Att292 {0, 1}
@ATTRIBUTE Att293 {0, 1}
@ATTRIBUTE Att294 {0, 1}

@DATA
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
